Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,CustomerID,Age,Age Group,Gender
5605-1,03-09-2014,Benjamin Patterson,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Small Box,Regular Air,04-09-2014,2.25,3.69,1.44,1.0,201.0,9.0,0.0,209.9,2.5,203.7,785439,78,65+,Male
5605-1,19-10-2014,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,20-10-2014,1.84,2.88,1.04,44.0,43.56,1.0,2.18,41.38,0.99,45.68,806794,32,25-34,Female
5606-1,07-08-2014,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,09-08-2014,2.98,5.84,2.86,41.0,127.12,3.0,12.72,113.72,0.83,112.93,660674,50,45-54,Male
5606-1,15-01-2014,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Small Pack,Regular Air,17-01-2014,2.25,3.69,1.44,50.0,128.4,8.0,12.85,115.43,2.5,116.63,405117,42,35-44,Female
5606-1,29-10-2014,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Phoebe Gour,Critical,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Pack,Regular Air,31-10-2014,4.53,7.3,2.77,16.0,275.21,3.0,2.85,252.69,7.72,262.97,852780,57,55-64,Male
5606-1,01-10-2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,02-10-2014,12.39,19.98,7.59,6.0,298.6,1.0,0.0,389.36,5.77,308.3,615357,49,45-54,Female
5607-1,29-08-2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Low,Colored Envelopes,Office Supplies,Small Box,Express Air,03-09-2013,2.25,3.69,1.44,23.0,149.78,7.0,4.49,142.75,2.5,133.73,959952,55,55-64,Female
5607-1,05-10-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,07-10-2013,3.4,5.4,2.0,8.0,29.92,3.0,0.2,28.99,7.78,24.0,236712,29,25-34,Female
5607-1,28-10-2013,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Furniture,Large Box,Regular Air,29-10-2013,1.6,2.62,1.02,41.0,83.62,4.0,6.3,74.94,0.8,75.45,733068,70,65+,Male
5607-1,04-09-2014,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,06-09-2014,2.5,5.68,3.18,21.0,130.64,5.0,1.31,129.33,3.6,132.93,661252,47,45-54,Male
5607-1,30-04-2013,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,02-05-2013,75.0,120.97,45.97,22.0,1965.59,3.0,54.91,1910.07,26.3,1999.95,366975,72,65+,Male
5607-1,03-09-2014,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Apex Preferred Stainless Steel Scissors,Technology,Jumbo Drum,Delivery Truck,10-09-2014,2.5,5.68,3.18,16.0,130.64,9.0,1.31,129.33,3.6,132.93,781213,47,45-54,Male
5607-1,26-01-2014,Bill Eplett,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan Hole Reinforcements,Furniture,Large Box,Regular Air,27-01-2014,3.99,6.23,2.24,44.0,122.2,8.0,11.52,109.98,6.97,112.83,459613,29,25-34,Female
5607-1,04-09-2014,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,05-09-2014,2.5,5.68,3.18,26.0,130.64,7.0,1.31,129.33,3.6,132.93,980877,42,35-44,Female
5609-1,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,09-09-2014,1.18,1.88,0.7,24.0,88.36,4.0,5.3,83.06,1.49,84.55,545915,39,35-44,Female
5609-1,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,07-09-2014,1.18,1.88,0.7,12.0,88.36,2.0,5.3,83.06,1.49,84.55,326121,67,65+,Female
5609-1,10-09-2013,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,12-09-2013,0.24,1.26,1.02,19.0,92.32,7.0,7.3,83.06,0.7,84.95,693682,36,35-44,Male
5609-1,28-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Creator Colored Pencils,Office Supplies,Wrap Bag,Regular Air,29-09-2014,1.57,3.28,1.71,45.0,78.04,10.0,2.31,70.93,0.98,71.48,272485,43,35-44,Female
5609-1,07-09-2014,Eugene Moren,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,07-09-2014,1.18,1.88,0.7,11.0,88.36,8.0,5.3,83.06,1.49,84.55,529487,39,35-44,Female
5609-1,27-03-2013,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Low,Apex Preferred Stainless Steel Scissors,Technology,Medium Box,Regular Air,28-03-2013,2.5,5.68,3.18,2.0,130.06,1.0,9.06,121.84,3.6,132.93,463237,30,25-34,Male
5609-1,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,07-09-2014,1.18,1.88,0.7,27.0,88.36,7.0,5.3,83.06,1.49,84.53,430946,76,65+,Male
5609-1,22-01-2015,Bill Donatelli,"1/57 Crown Street,Surry Hills",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan Non-Stick Binders,Technology,Small Box,Regular Air,23-01-2015,2.74,4.49,1.75,18.0,62.96,10.0,0.63,62.34,1.49,65.25,990676,24,18-24,Female
5609-2,07-09-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,10-09-2014,1.31,2.84,1.53,2.0,110.76,5.0,8.86,101.9,0.93,102.83,718682,32,25-34,Male
5609-2,07-09-2014,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,09-09-2014,1.31,2.84,1.53,31.0,110.76,8.0,8.86,101.9,0.93,102.83,749173,79,65+,Male
5609-2,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,09-09-2014,1.31,2.84,1.53,37.0,110.76,0.0,8.86,101.9,0.93,102.83,962595,52,45-54,Female
5609-2,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Regular Air,09-09-2014,1.31,2.84,1.53,22.0,110.76,7.0,8.86,101.9,0.93,102.83,996922,56,55-64,Female
5609-2,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,09-09-2014,1.31,2.84,1.53,42.0,110.76,6.0,8.86,101.9,0.93,102.83,676803,75,65+,Female
5610-1,15-10-2014,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Medium Box,Regular Air,19-10-2014,56.16,136.98,80.82,18.0,1544.9,0.0,132.41,1239.31,24.49,1407.69,873857,48,45-54,Female
5611-1,27-10-2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,31-10-2014,0.93,1.48,0.55,2.0,38.5,10.0,2.31,36.19,0.7,36.89,133853,48,45-54,Male
5612-1,10-09-2014,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,12-09-2014,56.16,136.98,80.82,37.0,130.55,10.0,1.31,129.24,24.49,133.01,856180,38,35-44,Male
5613-1,20-05-2015,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,22-05-2015,3.4,5.4,2.0,8.0,37.52,2.0,3.85,35.3,7.78,36.47,604757,77,65+,Female
5614-1,17-09-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Express Air,18-09-2014,8.82,20.99,12.17,29.0,68.02,4.0,0.0,68.02,4.81,72.49,163433,36,35-44,Male
5614-1,26-12-2014,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Non-Stick Binders,Office Supplies,Small Pack,Express Air,29-12-2014,2.74,4.49,1.75,26.0,28.92,8.0,0.43,26.23,1.49,27.62,786058,78,65+,Female
5614-1,25-02-2015,Scot Coram,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,27-02-2015,1.18,1.88,0.7,40.0,36.4,5.0,0.0,35.3,1.49,36.69,785447,59,55-64,Male
5614-1,06-12-2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Critical,Binder Posts,Office Supplies,Wrap Bag,Express Air,08-12-2014,3.5,5.74,2.24,2.0,21.32,6.0,2.01,21.63,5.01,22.23,233329,61,55-64,Female
5615-1,17-08-2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Economy Binders,Office Supplies,Small Pack,Regular Air,17-08-2013,1.33,2.08,0.75,7.0,79.92,5.0,3.34,75.56,1.49,74.75,303790,53,45-54,Female
5616-1,07-09-2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,DrawIt Colored Pencils,Office Supplies,Small Box,Regular Air,09-09-2014,4.37,9.11,4.74,31.0,283.0,8.0,5.2,270.6,2.25,263.9,291002,25,25-34,Female
5616-1,12-09-2014,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Technology,Small Box,Regular Air,19-09-2014,14.95,34.76,19.81,27.0,1181.84,0.0,35.46,1156.38,8.22,1154.6,894965,35,35-44,Male
5616-1,24-02-2013,Dennis Kane,"148 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Smiths Pushpins,Office Supplies,Small Pack,Regular Air,26-02-2013,0.94,1.88,0.94,28.0,71.32,4.0,2.33,73.56,0.79,72.85,763409,62,55-64,Female
5619-1,09-05-2013,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,11-05-2013,1.05,1.95,0.9,23.0,83.02,10.0,7.82,84.08,1.63,86.53,452522,75,65+,Male
5620-1,11-08-2015,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,12-08-2015,3.32,5.18,1.86,50.0,141.32,10.0,5.47,137.25,2.04,137.43,992481,33,25-34,Female
5621-1,26-09-2013,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,28-09-2013,2.25,3.69,1.44,38.0,119.14,3.0,5.96,113.1,2.5,116.19,248202,68,65+,Female
5621-2,18-07-2014,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,19-07-2014,0.93,1.48,0.55,6.0,48.84,9.0,2.94,45.92,0.7,46.61,455649,18,18-24,Male
5621-2,21-09-2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Critical,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,22-09-2014,0.93,1.48,0.55,46.0,48.84,3.0,2.93,45.91,0.7,46.61,105753,62,55-64,Female
5621-2,28-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,High,Binder Clips by OIC,Furniture,Small Pack,Regular Air,29-09-2014,0.93,1.48,0.55,32.0,48.84,8.0,2.93,45.91,0.7,46.61,583346,73,65+,Female
5622-1,24-05-2015,Denise Monton,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,25-05-2015,2.5,5.68,3.18,8.0,215.71,4.0,2.28,110.75,3.6,113.39,121289,49,45-54,Female
5622-1,08-12-2013,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Low,Binder Posts,Technology,Small Box,Regular Air,15-12-2013,3.5,5.74,2.24,31.0,113.64,1.0,12.31,110.63,5.01,113.32,247568,46,45-54,Male
5622-1,04-01-2014,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Medium,Artisan 478 Labels,Technology,Small Box,Regular Air,12-02-2014,3.14,4.91,1.77,23.0,114.8,10.0,1.15,118.56,0.5,117.59,745690,64,55-64,Male
5623-1,29-10-2013,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,31-10-2013,2.5,5.68,3.18,44.0,116.28,1.0,5.05,111.01,3.6,113.3,756193,23,18-24,Male
5623-1,09-05-2013,Liz Pelletier,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,10-05-2013,2.18,3.52,1.34,22.0,162.98,9.0,4.42,15.6,6.83,163.61,770938,60,55-64,Female
5624-1,08-05-2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,13-05-2014,1.84,2.88,1.04,12.0,49.3,10.0,3.95,45.4,0.99,46.11,643765,54,45-54,Female
5625-1,20-10-2013,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,High,DrawIt Colored Pencils,Office Supplies,Small Box,Regular Air,22-10-2013,4.37,9.11,4.74,10.0,939.56,4.0,0.0,939.06,2.25,924.83,278510,24,18-24,Male
5625-1,11-08-2014,Benjamin Patterson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Office Shears by Apex,Office Supplies,Small Box,Regular Air,12-08-2014,0.94,2.08,1.14,16.0,74.88,0.0,0.75,74.33,2.56,76.69,186701,42,35-44,Male
5625-1,23-09-2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,25-09-2014,21.56,36.55,14.99,13.0,437.28,8.0,26.24,411.04,13.89,413.29,603280,37,35-44,Female
5625-1,30-07-2013,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,31-07-2013,1.76,3.38,1.62,11.0,95.36,3.0,3.76,84.97,0.85,96.31,993417,78,65+,Male
5625-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Colored Envelopes,Furniture,Small Pack,Regular Air,02-10-2014,2.25,3.69,1.44,18.0,78.96,4.0,0.0,78.96,2.5,83.55,159682,56,55-64,Female
5625-1,28-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,29-09-2014,21.56,36.55,14.99,21.0,437.28,6.0,26.24,411.04,13.89,413.29,152802,31,25-34,Female
5625-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Office Shears by Apex,Technology,Large Box,Express Air,02-10-2014,0.94,2.08,1.14,10.0,74.88,1.0,0.75,74.13,2.56,76.69,759532,70,65+,Female
5625-1,27-12-2014,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Consumer,Charlie Bui,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,28-12-2014,1.09,1.82,0.73,9.0,93.12,4.0,5.34,83.92,1.0,81.6,576666,36,35-44,Female
5626-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,02-10-2014,0.94,2.08,1.14,41.0,74.88,2.0,0.75,74.13,2.56,76.69,475778,77,65+,Male
5627-1,06-10-2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Medium,PastelOceen Roud & Seel Expanding Envelopes,Technology,Small Box,Regular Air,07-10-2014,54.29,90.48,36.19,24.0,89.32,8.0,5.56,83.96,19.99,86.69,629486,67,65+,Female
5627-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Office Shears by Apex,Office Supplies,Small Box,Regular Air,02-10-2014,0.94,2.08,1.14,5.0,74.88,6.0,0.75,74.13,2.56,76.69,962775,64,55-64,Male
5627-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,02-10-2014,0.9,2.1,1.2,24.0,74.88,4.0,0.75,74.13,0.7,76.69,407730,38,35-44,Female
5627-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Office Shears by Apex,Office Supplies,Small Box,Regular Air,02-10-2014,0.94,2.08,1.14,14.0,74.88,2.0,0.75,74.13,2.56,76.69,823542,37,35-44,Female
5627-1,10-04-2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,Not Specified,Smiths Bulk Pack Metal Binder Clips,Furniture,Small Pack,Regular Air,11-04-2015,3.95,6.08,2.13,27.0,439.5,7.0,38.53,430.65,1.82,415.63,660492,25,25-34,Female
5628-1,08-05-2014,Murichelle Moray,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,Medium,DrawIt Colored Pencils,Office Supplies,Small Box,Regular Air,12-05-2014,4.37,9.11,4.74,6.0,919.6,6.0,0.0,991.52,2.25,925.2,435546,20,18-24,Male
5629-1,11-09-2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,13-09-2014,1.18,1.88,0.7,28.0,76.68,5.0,2.3,74.38,1.49,76.88,664780,21,18-24,Male
5629-1,28-08-2014,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,01-08-2014,3.88,6.47,2.59,23.0,121.03,6.0,3.63,117.4,1.22,118.42,153585,41,35-44,Female
5629-1,09-05-2013,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,11-05-2013,1.53,2.47,0.94,16.0,121.03,10.0,3.63,117.4,1.02,118.42,439764,79,65+,Male
5630-1,28-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Pack,Regular Air,29-09-2014,1.31,2.84,1.53,18.0,106.88,3.0,10.69,96.19,0.93,97.69,328267,18,18-24,Female
5630-1,28-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,29-09-2014,1.31,2.84,1.53,5.0,106.88,9.0,10.69,96.19,0.93,97.69,592088,51,45-54,Male
5631-1,29-09-2014,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,29-09-2014,0.71,1.14,0.43,23.0,9.12,7.0,0.0,9.12,0.7,9.82,280968,40,35-44,Female
5631-1,18-02-2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Smiths Pushpins,Office Supplies,Wrap Bag,Express Air,21-02-2015,0.94,1.88,0.94,8.0,69.3,10.0,3.37,65.85,0.79,66.54,600029,69,65+,Male
5631-1,29-09-2014,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,29-09-2014,0.71,1.14,0.43,2.0,9.16,3.0,0.0,9.12,0.7,9.82,392768,31,25-34,Male
5631-1,01-12-2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Critical,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Express Air,05-12-2014,1.31,2.84,1.53,10.0,58.6,1.0,0.3,59.64,0.93,68.59,938866,77,65+,Male
5631-1,29-09-2014,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,OIC Thumb-Tacks,Furniture,Small Pack,Regular Air,29-09-2014,0.71,1.14,0.43,11.0,9.12,6.0,0.0,9.12,0.7,9.82,553736,58,55-64,Male
5632-1,26-11-2016,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,28-11-2016,0.93,1.48,0.55,2.0,9.56,6.0,0.0,9.12,0.7,9.82,783251,40,35-44,Male
5632-1,23-02-2013,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,23-02-2013,32.02,152.48,120.46,8.0,4291.96,5.0,497.66,3895.2,4.0,3721.01,335594,62,55-64,Male
5633-1,17-01-2014,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,19-01-2014,4.19,10.23,6.04,3.0,201.6,10.0,8.06,193.54,4.68,193.02,161722,32,25-34,Female
5635-1,03-02-2015,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,02-03-2015,4.59,7.28,2.69,49.0,203.49,4.0,6.1,197.39,11.15,303.7,342857,25,25-34,Female
5635-1,27-09-2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,Artisan 48 Labels,Office Supplies,Small Pack,Regular Air,02-10-2014,3.84,6.3,2.46,33.0,297.6,5.0,0.0,298.6,0.5,309.7,664661,20,18-24,Male
5635-1,03-10-2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,05-10-2014,11.11,19.84,8.73,43.0,297.6,1.0,0.0,297.6,4.1,301.7,438965,43,35-44,Female
5636-1,23-04-2016,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,24-04-2016,1.18,1.88,0.7,46.0,8.76,8.0,0.5,7.12,1.49,11.92,266304,61,55-64,Male
5637-1,07-04-2014,Carlos Daly,"6-8 O'Connell Street,Newtown",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan 487 Labels,Office Supplies,Wrap Bag,Express Air,07-04-2014,2.29,3.69,1.4,30.0,110.7,5.0,931.8,100.74,0.5,101.24,424116,29,25-34,Female
5637-1,02-10-2014,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,Medium,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,04-10-2014,3.14,4.91,1.77,45.0,110.7,4.0,9.96,100.74,0.5,101.24,938995,51,45-54,Male
5638-1,23-11-2014,Nicole Hansen,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Adesso Programmable 142-Key Keyboard,Furniture,Large Box,Regular Air,26-11-2014,39.64,152.48,112.84,44.0,1020.91,8.0,92.0,1702.69,6.5,1082.74,226023,54,45-54,Male
5639-1,28-08-2014,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Low,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,01-09-2014,11.11,19.84,8.73,37.0,113.06,9.0,4.33,110.65,4.1,113.36,346534,21,18-24,Female
